Title;GGS Rating
INTERNATIONAL CONFERENCE ON SIMULATION OF ADAPTIVE BEHAVIOR;Work in Progress
SELECTED AREAS IN CRYPTOGRAPHY;B
INTERNATIONAL SYMPOSIUM ON APPLIED COMPUTATIONAL INTELLIGENCE AND INFORMATICS;Work in Progress
ACM SYMPOSIUM ON ACCESS CONTROL MODELS AND TECHNOLOGIES;B
INTERNATIONAL CONFERENCE ON COMPUTER SAFETY, RELIABILITY AND SECURITY;B-
IFAC SYMPOSIUM ON FAULT DETECTION, SUPERVISION AND SAFETY OF TECHNICAL PROCESSES;Work in Progress
ALGORITHMIC GAME THEORY;Work in Progress
SCIENCE AND INFORMATION CONFERENCE;Work in Progress
CONFERENCE OF THE SOUTH AFRICAN INSTITUTE OF COMPUTER SCIENTISTS AND INFORMATION TECHNOLOGISTS;Work in Progress
INTERNATIONAL SYMPOSIUM ON APPLICATIONS AND THE INTERNET;B
INTERNATIONAL CONFERENCE ON SECURITY AND MANAGEMENT;Work in Progress
INTERNATIONAL SYMPOSIUM ON APPLIED MACHINE INTELLIGENCE AND INFORMATICS;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ANALYSIS, EVOLUTION AND REENGINEERING;B-
ACM SYMPOSIUM ON APPLIED PERCEPTION;Work in Progress
SYMPOSIUM ON ABSTRACTION, REFORMULATION AND APPROXIMATION;Work in Progress
IEEE SARNOFF SYMPOSIUM;Work in Progress
STATIC ANALYSIS SYMPOSIUM;B
SIMULATION AND SYNTHESIS IN MEDICAL IMAGING;Work in Progress
SECURITY OF AD HOC AND SENSOR NETWORKS;Work in Progress
SELF-ADAPTIVE AND SELF-ORGANIZING SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON THEORY AND APPLICATIONS OF SATISFIABILITY TESTING;A-
INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING;Work in Progress
SIMPÓSIO BRASILEIRO DE COMPONENTES, ARQUITETURAS E REUTILIZAÇÃO DE SOFTWARE;Work in Progress
SYMPOSIUM ON INTEGRATED CIRCUITS AND SYSTEMS DESIGN;Work in Progress
BRAZILIAN SYMPOSIUM ON SOFTWARE ENGINEERING;Work in Progress
SIMPÓSIO BRASILEIRO DE ENGENHARIA DE SISTEMAS COMPUTACIONAIS;Work in Progress
SIMPÓSIO BRASILEIRO DE JOGOS E ENTRETENIMENTO DIGITAL;Work in Progress
BRAZILIAN SYMPOSIUM ON ARTIFICIAL INTELLIGENCE;Work in Progress
EUROGRAPHICS WORKSHOP ON SKETCH-BASED INTERFACES AND MODELING;Work in Progress
SIMPÓSIO BRASILEIRO DE LINGUAGENS DE PROGRAMAÇÃO;Work in Progress
SIMPÓSIO BRASILEIRO DE MÉTODOS FORMAIS;Work in Progress
SIMPÓSIO BRASILEIRO DE REDES DE COMPUTADORES E SISTEMAS DISTRIBUÍDOS;Work in Progress
BRAZILIAN SYMPOSIUM ON NEURAL NETWORKS;Work in Progress
ACM/IEEE CONFERENCE ON HIGH PERFORMANCE NETWORKING AND COMPUTING;A+
ACM SIGGRAPH / EUROGRAPHICS SYMPOSIUM ON COMPUTER ANIMATION;A
IEEE INTERNATIONAL WORKSHOP ON SOURCE CODE ANALYSIS AND MANIPULATION;B-
ANNUAL SYMPOSIUM ON COMPUTER APPLICATION IN MEDICAL CARE;Work in Progress
GAMM / IMACS INTERNATIONAL SYMPOSION ON SCIENTIFIC COMPUTING COMPUTER ARITHMETIC AND VALIDATED NUMERICS;Work in Progress
INTERNATIONAL CONFERENCE OF THE CHILEAN COMPUTER SCIENCE SOCIETY;Work in Progress
SPRING CONFERENCE ON COMPUTER GRAPHICS;Work in Progress
SCANDINAVIAN CONFERENCE ON IMAGE ANALYSIS;Work in Progress
SOFTWARE CONFIGURATION MANAGEMENT WORKSHOP;Work in Progress
CONFERENCE ON SECURITY AND CRYPTOGRAPHY FOR NETWORKS;Work in Progress
INTERNATIONAL WORKSHOP ON SOFTWARE AND COMPILERS FOR EMBEDDED SYSTEMS;Work in Progress
STUDENT CONFERENCE ON RESEARCH AND DEVELOPMENT;Work in Progress
INTERNATIONAL CONFERENCE ON SIGNALS, CIRCUITS AND SYSTEMS;Work in Progress
SUMMER COMPUTER SIMULATION CONFERENCE;Work in Progress
IEEE WORKSHOP ON SPEECH CODING FOR TELECOMMUNICATIONS;Work in Progress
STRUCTURE IN COMPLEXITY THEORY ANNUAL CONFERENCE;Work in Progress
SYMPOSIUM ON COMMUNICATIONS AND VEHICULAR TECHNOLOGY IN THE BENELUX;Work in Progress
INTERNATIONAL SYMPOSIUM ON SOFTWARE COMPOSITION;Work in Progress
SOFTWARE ENGINEERING SYMPOSIUM ON PRACTICAL SOFTWARE DEVELOPMENT ENVIRONMENTS;Work in Progress
INTERNATIONAL SYMPOSIUM ON SPATIAL DATA HANDLING;Work in Progress
SIAM INTERNATIONAL CONFERENCE ON DATA MINING;A
INTERNATIONAL SYMPOSIUM ON EXPERIMENTAL ALGORITHMS;B-
EUROMICRO CONFERENCE ON SOFTWARE ENGINEERING AND ADVANCED APPLICATIONS;B-
ASIA-PACIFIC CONFERENCE ON SIMULATED EVOLUTION AND LEARNING;Work in Progress
INTERNATIONAL SYMPOSIUM ON SOFTWARE ENGINEERING FOR ADAPTIVE AND SELF-MANAGING SYSTEMS;B
IEEE CONFERENCE ON SENSOR MESH AND AD HOC COMMUNICATIONS AND NETWORKS;A-
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOGRAPHY;Work in Progress
INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY FOR COMMUNICATION NETWORKS;B-
USENIX SECURITY SYMPOSIUM;A++
INTERNATIONAL CONFERENCE ON EMERGING SECURITY INFORMATION, SYSTEMS AND TECHNOLOGIES;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND FORMAL METHODS;B-
INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY INFORMATION TECHNOLOGY;Work in Progress
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING;B-
SWARM, EVOLUTIONARY, AND MEMETIC COMPUTING;Work in Progress
SEMICONDUCTOR THERMAL MEASUREMENT AND MANAGEMENT SYMPOSIUM;Work in Progress
INTERNATIONAL CONFERENCE ON SENSOR TECHNOLOGIES AND APPLICATIONS;Work in Progress
IEEE SENSORS;Work in Progress
ACM CONFERENCE ON EMBEDDED NETWORKED SENSOR SYSTEMS;A++
INTERNATIONAL CONFERENCE ON SEQUENCES AND THEIR APPLICATIONS;Work in Progress
ACIS CONFERENCE ON SOFTWARE ENGINEERING RESEARCH, MANAGEMENT AND APPLICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON SOFTWARE SECURITY AND RELIABILITY;Work in Progress
INTERNATIONAL CONFERENCE: SCIENCES OF ELECTRONICS, TECHNOLOGIES OF INFORMATION AND TELECOMMUNICATION;Work in Progress
HELLENIC CONFERENCE ON ARTIFICIAL INTELLIGENCE;Work in Progress
INTERNATIONAL SYMPOSIUM ON SOFTWARE ENGINEERING: THEORIES, TOOLS, AND APPLICATIONS;Work in Progress
ANNUAL SOFTWARE ENGINEERING WORKSHOP;Work in Progress
SYMPOSIUM ON FRONTIERS OF MASSIVELY PARALLEL COMPUTATION;Work in Progress
SMART GRAPHICS;Work in Progress
SGAI INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE;Work in Progress
SYMPOSIUM ON GEOMETRY PROCESSING;B
SIAM CONFERENCE ON PARALLEL PROCESSING FOR SCIENTIFIC COMPUTING;Work in Progress
BRAZILIAN SYMPOSIUM ON COMPUTER GRAPHICS AND IMAGE PROCESSING;B-
COLLOQUIUM ON STRUCTURAL INFORMATION AND COMMUNICATION COMPLEXITY;B-
SOCIETY OF INSTRUMENT AND CONTROL ENGINEERS OF JAPAN;Work in Progress
SYSTEMS AND INFORMATION ENGINEERING DESIGN SYMPOSIUM;Work in Progress
INTERNATIONAL SYMPOSIUM ON INDUSTRIAL EMBEDDED SYSTEMS;Work in Progress
ACM CONFERENCE ON APPLICATIONS, TECHNOLOGIES, ARCHITECTURES, AND PROTOCOLS FOR COMPUTER COMMUNICATION;A++
SPECIAL INTEREST GROUP ON COMPUTER PERSONNEL RESEARCH ANNUAL CONFERENCE;Work in Progress
ACM SPECIAL INTEREST GROUP ON COMPUTER SCIENCE EDUCATION CONFERENCE;A
ANNUAL MEETING OF THE SPECIAL INTEREST GROUP ON DISCOURSE AND DIALOG;B
ACM INTERNATIONAL CONFERENCE ON DESIGN OF COMMUNICATION;Work in Progress
INTERNATIONAL SIGE TECHNOLOGY AND DEVICE MEETING;Work in Progress
ACM INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS AND INTERACTIVE TECHNIQUES;Not Rated (now published as journal)
ACM INTERNATIONAL CONFERENCE ON RESEARCH AND DEVELOPMENT IN INFORMATION RETRIEVAL;A++
ACM INFORMATION TECHNOLOGY EDUCATION;Work in Progress
MEASUREMENT AND MODELING OF COMPUTER SYSTEMS;Not Rated (now published as journal)
ACM SIGMOD INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA;A++
ACM INTERNATIONAL CONFERENCE ON ADVANCES IN GEOGRAPHIC INFORMATION SYSTEMS;B
ACM SIGUCCS CONFERENCE ON USER SERVICES;Work in Progress
IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION;Work in Progress
INTERNATIONAL CONFERENCE ON STANDARDIZATION AND INNOVATION IN INFORMATION TECHNOLOGY;Work in Progress
SIMULATION, MODELING, AND PROGRAMMING FOR AUTONOMOUS ROBOTS;Work in Progress
INTERNATIONAL CONFERENCE ON ADVANCES IN SYSTEM SIMULATION;Work in Progress
INTERNATIONAL CONFERENCE ON SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS;Work in Progress
SIMULATION TOOLS AND TECHNIQUES FOR COMMUNICATIONS, NETWORKS AND SYSTEM;Work in Progress
INTERNATIONAL CONFERENCE ON SECURITY OF INFORMATION AND NETWORKS;Work in Progress
IEEE TRANSACTIONS ON SIGNAL AND INFORMATION PROCESSING OVER NETWORKS;Work in Progress
IEEE WORKSHOP ON SIGNAL PROCESSING SYSTEMS DESIGN AND IMPLEMENTATION;B
TOPICAL MEETING ON SILICON MONOLITHIC INTEGRATED CIRCUITS IN RF SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON SIMILARITY SEARCH AND APPLICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON SIMULATION OF SEMICONDUCTOR PROCESSES AND DEVICES;Work in Progress
INTERNATIONAL SYMPOSIUM ON INTELLIGENT SYSTEMS AND INFORMATICS;Work in Progress
SIGNAL-IMAGE TECHNOLOGY AND INTERNET-BASED SYSTEMS;Work in Progress
SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON SEMANTICS KNOWLEDGE AND GRID;Work in Progress
SYMPOSIUM ON LANGUAGES, APPLICATIONS AND TECHNOLOGIES;Work in Progress
INTERNATIONAL CONFERENCE ON SOFTWARE LANGUAGE ENGINEERING;B-
SYSTEM-LEVEL INTERCONNECT PREDICTION;Work in Progress
IEEE SPOKEN LANGUAGE TECHNOLOGY WORKSHOP;B
ACM SYMPOSIUM ON SOLID MODELING AND APPLICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS;Work in Progress
INTERNATIONAL WORKSHOP ON SEMANTIC AND SOCIAL MEDIA ADAPTATION AND PERSONALIZATION;Work in Progress
INTERNATIONAL CONFERENCE ON SMART GRID COMMUNICATIONS;Work in Progress
IEEE CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS;A-
SOUND AND MUSIC COMPUTING CONFERENCE;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS;Work in Progress
SENSOR NETWORKS AND APPLICATIONS;Work in Progress
SOCIAL NETWORK MINING AND ANALYSIS;Work in Progress
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING, ARTIFICIAL INTELLIGENCE, NETWORKING AND PARALLEL/DISTRIBUTED COMPUTING;Work in Progress
SOCIAL NETWORK SYSTEMS;Work in Progress
IEEE SILICON NANOELECTRONICS WORKSHOP;Work in Progress
INTERNATIONAL SYMPOSIUM ON SYSTEM-ON-CHIP;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON SERVICE-ORIENTED COMPUTING AND APPLICATIONS;Work in Progress
IEEE INTERNATIONAL SOC CONFERENCE;Work in Progress
ANNUAL ACM SYMPOSIUM ON COMPUTATIONAL GEOMETRY;A
INTERNATIONAL CONFERENCE ON SOCIAL COMPUTING;Work in Progress
INTERNATIONAL WORKSHOP ON SOCIAL INFORMATICS;Work in Progress
SOFT COMPUTING;Work in Progress
SOFT COMPUTING AND PATTERN RECOGNITION;Work in Progress
ACM-SIAM SYMPOSIUM ON DISCRETE ALGORITHMS;A+
INTERNATIONAL WORKSHOP ON SOFT COMPUTING APPLICATIONS;Work in Progress
CONFERENCE ON CURRENT TRENDS IN THEORY AND PRACTICE OF COMPUTER SCIENCE;B-
CONFERENCE ON SOFTWARE IN TELECOMMUNICATIONS AND COMPUTER NETWORKS;Work in Progress
SOFTWARE VISUALIZATION;B-
INTERNATIONAL SOI CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON SERVICE OPERATIONS AND LOGISTICS, AND INFORMATICS;Work in Progress
INTERNATIONAL SYMPOSIUM ON SERVICE-ORIENTED SYSTEM ENGINEERING;Work in Progress
ACM SIGOPS SYMPOSIUM ON OPERATING SYSTEMS PRINCIPLES;A++
SYMPOSIUM ON SDN RESEARCH;Work in Progress
SYMPOSIUM ON USABLE PRIVACY AND SECURITY;A-
SOUTHEASTCON;Work in Progress
ACM SYMPOSIUM ON PARALLEL ALGORITHMS AND ARCHITECTURES;A
IEEE INTERNATIONAL WORKSHOP ON SIGNAL PROCESSING ADVANCES IN WIRELESS COMMUNICATIONS;B
INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY IN COMMUNICATION SYSTEMS;Work in Progress
INTERNATIONAL SYMPOSIUM ON PERFORMANCE EVALUATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON SUSTAINABLE POWER GENERATION AND SUPPLY;Work in Progress
WORKSHOP ON SIGNAL PROPAGATION ON INTERCONNECTS;Work in Progress
INTERNATIONAL SOFTWARE PROCESS IMPROVEMENT AND CAPABILITY DETERMINATION CONFERENCE;Work in Progress
INTERNATIONAL WORKSHOP ON MODEL CHECKING SOFTWARE;Work in Progress
INTERNATIONAL SYMPOSIUM ON STRING PROCESSING AND INFORMATION RETRIEVAL;B
ACM CONFERENCE ON SYSTEMS, PROGRAMMING, LANGUAGES AND APPLICATIONS: SOFTWARE FOR HUMANITY;Work in Progress
SOFTWARE PRODUCT LINE CONFERENCE;A-
ACM SYMPOSIUM ON SOLID AND PHYSICAL MODELLING;B-
SPRING SIMULATION MULTICONFERENCE;Work in Progress
SECURITY AND PRIVACY IN SMARTPHONES AND MOBILE DEVICES;Work in Progress
INTERNATIONAL CONFERENCE ON SOFTWARE QUALITY MANAGEMENT;Work in Progress
SYMPOSIUM ON RELIABLE DISTRIBUTED SYSTEMS;B
STORAGE AND RETRIEVAL FOR MEDIA DATABASES (WAS STORAGE AND RETRIEVAL FOR IMAGE AND VIDEO DATABASES);Not Rated (discontinued event)
IEEE WORKSHOP ON STATISTICAL SIGNAL AND ARRAY PROCESSING;Work in Progress
INTERNATIONAL SYMPOSIUM ON SEARCH BASED SOFTWARE ENGINEERING;Work in Progress
IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE;Work in Progress
INTERNATIONAL MULTI-CONFERENCE ON SYSTEMS, SIGNALS AND DEVICES;Work in Progress
INTERNATIONAL CONFERENCE ON SCIENTIFIC AND STATISTICAL DATA BASE MANAGEMENT;B
SOUTHWEST SYMPOSIUM ON IMAGE ANALYSIS AND INTERPRETATION;Work in Progress
INTERNATIONAL CONFERENCE ON SOLID-STATE AND INTEGRATED CIRCUITS TECHNOLOGY;Work in Progress
SECURE SOFTWARE INTEGRATION AND RELIABILITY IMPROVEMENT;Work in Progress
IEEE SIGNAL PROCESSING WORKSHOP ON STATISTICAL SIGNAL PROCESSING;Work in Progress
STRUCTURAL AND SYNTACTICAL PATTERN RECOGNITION;B
ACM SIGSOFT WORKING CONFERENCE ON SOFTWARE REUSABILITY;Work in Progress
IEEE INTERNATIONAL WORKSHOP ON SAFETY, SECURITY, & RESCUE ROBOTS;Work in Progress
INTERNATIONAL SYMPOSIUM ON STABILIZATION, SAFETY, AND SECURITY OF DISTRIBUTED SYSTEMS;Work in Progress
IFAC CONFERENCE ON SYSTEM STRUCTURE AND CONTROL;Work in Progress
SOUTHEASTERN SYMPOSIUM ON SYSTEM THEORY;Work in Progress
IEEE INTERNATIONAL SYMPOSIUM ON SUSTAINABLE SYSTEMS AND TECHNOLOGY;Work in Progress
AUSTRALASIAN SPEECH SCIENCE AND TECHNOLOGY;Work in Progress
INTERNATIONAL SYMPOSIUM ON SPATIAL AND TEMPORAL DATABASES;B
INTERNATIONAL CONFERENCE ON SCALE SPACE AND VARIATIONAL METHODS IN COMPUTER VISION;Work in Progress
CONFERENCE ON SECURITY, STEGANOGRAPHY, AND WATERMARKING OF MULTIMEDIA CONTENTS;Work in Progress
INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF COMPUTER SCIENCE;B
STARTING ARTIFICIAL INTELLIGENCE RESEARCH SYMPOSIUM;Work in Progress
ACM WORKSHOP ON SCALABLE TRUSTED COMPUTING;B-
IEEE INTERNATIONAL WORKSHOP ON SOFTWARE TECHNOLOGY AND ENGINEERING PRACTICE;Work in Progress
ACM SYMPOSIUM ON THEORY OF COMPUTING;A++
WORKSHOP ON STORAGE SECURITY AND SURVIVABILITY;Work in Progress
IEEE SYMPOSIUM ON ULTRASONICS;Work in Progress
SYMPOSIUM ON SPATIAL USER INTERACTION;Work in Progress
PHOTONICS SOCIETY SUMMER TOPICAL MEETING SERIES;Work in Progress
SENSOR NETWORKS, UBIQUITOUS, AND TRUSTWORTHY COMPUTING;Work in Progress
IEEE SYMPOSIUM ON VISUAL LANGUAGES;Work in Progress
SYMPOSIUM ON VIRTUAL AND AUGMENTED REALITY;Work in Progress
SCANDINAVIAN SYMPOSIUM AND WORKSHOPS ON ALGORITHM THEORY;Work in Progress
SECURE WEB SERVICES;Work in Progress
THE INTERNATIONAL CONFERENCE ON SEMANTIC WEB AND WEB SERVICES;Work in Progress
SYMPOSIUM ON SYMBOLIC AND ALGEBRAIC MANIPULATION;Work in Progress
INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING;Work in Progress
IEEE SYSTEMS CONFERENCE;Work in Progress
CONFERENCE ON CONTROL AND FAULT-TOLERANT SYSTEMS;Work in Progress
ACM INTERNATIONAL CONFERENCE ON SYSTEMS AND STORAGE;Work in Progress
SIGGRAPH ASIA;Work in Progress
SIMULATION TECHNOLOGY AND TRAINING CONFERENCE;Work in Progress
THE SYMPOSIUM OF COMBINATORIAL SEARCH;Work in Progress
INTERNATIONAL CONFERENCE ON INTELLIGENT SOFTWARE METHODOLOGIES, TOOLS, AND TECHNIQUES (WAS INTERNATIONAL CONFERENCE ON SOFTWARE METHODS AND TOOLS);Work in Progress
IEEE PES TRANSMISSION AND DISTRIBUTION CONFERENCE AND EXHIBITION;Work in Progress
INTERNATIONAL WORKSHOP ON TECHNOLOGY FOR EDUCATION;Work in Progress
INTERNATIONAL CONFERENCE ON THEOREM PROVING WITH ANALYTIC TABLEAUX AND RELATED METHODS;Work in Progress
TEXT ANALYSIS CONFERENCE;Work in Progress
TOOLS AND ALGORITHMS FOR CONSTRUCTION AND ANALYSIS OF SYSTEMS;A+
INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF COMPUTER SOFTWARE;Work in Progress
CONFERENCE ON THEORY AND APPLICATIONS OF MODELS OF COMPUTATION;Work in Progress
TASK MODELS AND DIAGRAMS FOR USER INTERFACE DESIGN;Work in Progress
TESTS AND PROOFS;B-
THEORETICAL ASPECTS OF RATIONALITY AND KNOWLEDGE;B
IEEE/IFIP INTERNATIONAL SYMPOSIUM ON THEORETICAL ASPECTS OF SOFTWARE ENGINEERING;Work in Progress
THEORY OF CRYPTOGRAPHY CONFERENCE;A+
IFIP INTERNATIONAL CONFERENCE ON THEOETICAL COMPUTER SCIENCE;Not Rated (discontinued event)
TECHNOLOGICAL ECOSYSTEMS FOR ENHANCING MULTICULTURALITY;Work in Progress
TANGIBLE AND EMBEDDED INTERACTION;A-
TELECOMMUNICATIONS FORUM;Work in Progress
IEEE REGION 10 CONFERENCE;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON TECHNOLOGIES FOR PRACTICAL ROBOT APPLICATIONS;Work in Progress
TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES;Work in Progress
GRAPH-BASED METHODS FOR NATURAL LANGUAGE PROCESSING;Work in Progress
TRENDS IN FUNCTIONAL PROGRAMMING;Work in Progress
IEEE-SP INTERNATIONAL SYMPOSIUM ON TIME-FREQUENCY AND TIME-SCALE ANALYSIS;Work in Progress
TRUSTWORTHY GLOBAL COMPUTING;Work in Progress
IEEE TORONTO INTERNATIONAL CONFERENCE SCIENCE AND TECHNOLOGY FOR HUMANITY;Work in Progress
INTERNATIONAL SYMPOSIUM ON TEMPORAL REPRESENTATION AND REASONING;Work in Progress
THEORETICAL ISSUES IN NATURAL LANGUAGE PROCESSING;Work in Progress
INTERNATIONAL CONFERENCE ON TYPED LAMBDA CALCULI AND APPLICATIONS;B-
TYPES IN LANGUAGES DESIGN AND IMPLEMENTATION;Work in Progress
TRAFFIC MONITORING AND ANALYSIS;Work in Progress
TECHNOLOGY OF OBJECT-ORIENTED LANGUAGES AND SYSTEMS;B-
INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF DIGITAL LIBRARIES;B-
THEOREM PROVING IN HIGHER ORDER LOGICS;Work in Progress
INTERNATIONAL CONFERENCE ON SOLID-STATE SENSORS, ACTUATORS AND MICROSYSTEMS;Work in Progress
INTERNATIONAL VISUALIZATION IN TRANSPORTATION SYMPOSIUM;Work in Progress
TEXT RETRIEVAL CONFERENCE;B
TRANSPORT RESEARCH FORUM;Work in Progress
TESTBEDS AND RESEARCH INFRASTRUCTURES FOR THE DEVELOPMENT OF NETWORKS AND COMMUNITIES;Work in Progress
TRUST AND TRUSTWORTHY COMPUTING;Work in Progress
INTERNATIONAL CONFERENCE ON TRUST, PRIVACY AND SECURITY IN DIGITAL BUSINESS;Work in Progress
INTERNATIONAL CONFERENCE ON TRUST, SECURITY AND PRIVACY IN COMPUTING AND COMMUNICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON TEXT SPEECH AND DIALOGUE;Work in Progress
IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION;Work in Progress
TYPES FOR PROOFS AND PROGRAMS;Work in Progress
USENIX WORKSHOP ON THE THEORY AND PRACTICE OF PROVENANCE;Work in Progress
RICHARD TAPIA CELEBRATION OF DIVERSITY IN COMPUTING CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON TECHNICAL DEBT;Work in Progress
INTERNATIONAL CONFERENCE ON UNIVERSAL ACCESS IN HUMAN-COMPUTER INTERACTION;Work in Progress
CONFERENCE IN UNCERTAINTY IN ARTIFICIAL INTELLIGENCE;A
INTERNATIONAL CONFERENCE ON MOBILE UBIQUITOUS COMPUTING, SYSTEMS, SERVICES AND TECHNOLOGIES;Work in Progress
INTERNATIONAL CONFERENCE ON UNCONVENTIONAL COMPUTATION;Work in Progress
IEEE/ACM INTERNATIONAL CONFERENCE UTILITY AND CLOUD COMPUTING;Work in Progress
UBIQUITOUS COMPUTING SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON UBIQUITOUS INTELLIGENCE AND COMPUTING;Work in Progress
ACM SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY;A+
INTERNATIONAL CONFERENCE ON USER MODELING, ADAPTATION, AND PERSONALIZATION;B
WORKSHOP ON INNOVATIVE USE OF NLP FOR BUILDING EDUCATIONAL APPLICATIONS;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON UNIVERSAL PERSONAL COMMUNICATIONS;Work in Progress
INTERNATIONAL UNIVERSITIES POWER ENGINEERING CONFERENCE;Work in Progress
URSI GENERAL ASSEMBLY AND SCIENTIFIC SYMPOSIUM;Work in Progress
URBAN REMOTE SENSING JOINT EVENT;Work in Progress
UNCERTAINTY REASONING FOR THE SEMANTIC WEB;Work in Progress
USABLE SECURITY AND PRIVACY;Work in Progress
USENIX ANNUAL TECHNICAL CONFERENCE;A+
USENIX SUMMER TECHNICAL CONFERENCE;Work in Progress
UNIX SYMPOSIUM ON INTERNET TECHNOLOGIES;Not Rated (discontinued event)
INTERNATIONAL CONFERENCE ON ELECTRICAL POWER QUALITY AND UTILISATION;Work in Progress
IEEE CONFERENCE ON ULTRA WIDEBAND SYSTEMS AND TECHNOLOGIES;Work in Progress
PERFORMANCE EVALUATION METHODOLGIES AND TOOLS;Work in Progress
INTERNATIONAL WORKSHOP ON VARIABILITY MODELLING OF SOFTWARE-INTENSIVE SYSTEMS;Work in Progress
INTERNATIONAL WORKSHOP ON VEHICULAR INTER-NETWORKING;Work in Progress
VECTOR AND PARALLEL PROCESSING;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON VISUAL COMMUNICATIONS AND IMAGE PROCESSING (WAS SPIE ... PRE 2011);B-
CONFERENCE ON VISUALIZATION AND DATA ANALYSIS;Work in Progress
VIRTUAL ENVIRONMENTS, HUMAN-COMPUTER INTERFACES AND MEASUREMENT SYSTEMS;Work in Progress
INTERNATIONAL MEETING ON HIGH PERFORMANCE COMPUTING FOR COMPUTATIONAL SCIENCE;Work in Progress
THE INTERNATIONAL CONFERENCE ON VERIFICATION AND EVALUATION OF COMPUTER AND COMMUNICATION SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON VIRTUAL EXECUTION ENVIRONMENTS;A-
INTERNATIONAL CONFERENCE ON VEHICLE TECHNOLOGY AND INTELLIGENT TRANSPORT SYSTEMS;Work in Progress
ACM INTERNATIONAL CONFERENCE ON INTERACTIVE EXPERIENCES FOR TV AND ONLINE VIDEO;Work in Progress
VISUAL INFORMATION COMMUNICATION AND INTERACTION;Work in Progress
VISUAL INFORMATION PROCESSING CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON COMPUTER VISION THEORY AND APPLICATIONS;Work in Progress
JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS (GRAPP AND VISAPP COMBINED FROM 2008);Work in Progress
IEEE WORKSHOPS ON VISUALIZATION FOR COMPUTER SECURITY;B-
IEEE SYMPOSIUM ON VISUAL LANGUAGES AND HUMAN-CENTRIC COMPUTING;B
INTERNATIONAL CONFERENCE ON VERY LARGE DATA BASES;A++
SYMPOSIA ON VLSI TECHNOLOGY AND CIRCUITS;Work in Progress
INTERNATIONAL SYMPOSIUM ON VLSI DESIGN, AUTOMATION AND TEST;Work in Progress
IFIP INTERNATIONAL CONFERENCE ON VERY LARGE SCALE INTEGRATION;Work in Progress
INTERNATIONAL SYMPOSIUM ON VLSI TECHNOLOGY, SYSTEMS, AND APPLICATIONS;Work in Progress
SYMPOSIUM ON VLSI CIRCUITS;Work in Progress
